student_id,year_level,semester,course_code,course_name,category,grade
S0008,Junior,Spring_2024,CS070,Machine Learning,CS,4.0
S0008,Junior,Spring_2024,MATH100,Abstract Algebra,Math,3.7
S0008,Junior,Fall_2024,SCI030,Electromagnetism,Sciences,3.7
S0008,Junior,Fall_2024,SOC030,Intro Psychology,SocialSciences,3.0
S0008,Junior,Fall_2024,SCI090,Ecology,Sciences,4.0
S0008,Junior,Fall_2024,CS010,Intro to Programming,CS,4.0
S0008,Junior,Spring_2025,ART040,Music Theory,Arts,3.3
S0008,Junior,Spring_2025,SCI030,Electromagnetism,Sciences,2.7
S0008,Junior,Spring_2025,SCI090,Ecology,Sciences,3.7
S0008,Junior,Spring_2025,MATH080,Differential Equations,Math,3.0
S0009,Junior,Fall_2022,CS060,Databases,CS,3.0
S0009,Junior,Fall_2022,MATH080,Differential Equations,Math,3.0
S0009,Junior,Fall_2022,SOC030,Intro Psychology,SocialSciences,3.3
S0009,Junior,Fall_2022,MATH010,Calculus I,Math,2.7
S0009,Junior,Spring_2023,MATH050,Probability,Math,3.3
S0009,Junior,Spring_2023,SOC050,Sociology,SocialSciences,3.7
S0009,Junior,Spring_2023,HUM060,Religious Studies,Humanities,3.7
S0009,Junior,Spring_2023,MATH040,Discrete Math,Math,2.3
S0009,Junior,Fall_2023,SOC020,Macroeconomics,SocialSciences,3.3
S0009,Junior,Fall_2023,SCI090,Ecology,Sciences,3.3
S0009,Junior,Fall_2023,CS060,Databases,CS,3.0
S0009,Junior,Fall_2023,MATH070,Real Analysis,Math,2.7
S0009,Junior,Spring_2024,SCI080,Genetics,Sciences,3.0
S0009,Junior,Spring_2024,HUM060,Religious Studies,Humanities,3.7
S0009,Junior,Spring_2024,MATH080,Differential Equations,Math,3.7
S0009,Junior,Spring_2024,MATH050,Probability,Math,3.0
S0009,Junior,Fall_2024,SOC050,Sociology,SocialSciences,3.7
S0009,Junior,Fall_2024,MATH040,Discrete Math,Math,2.7
S0009,Junior,Fall_2024,MATH080,Differential Equations,Math,3.3
S0009,Junior,Fall_2024,SOC090,Public Policy,SocialSciences,3.7
S0009,Junior,Spring_2025,MATH030,Linear Algebra,Math,3.0
S0009,Junior,Spring_2025,MATH090,Number Theory,Math,3.0
S0009,Junior,Spring_2025,MATH010,Calculus I,Math,4.0
S0009,Junior,Spring_2025,HUM060,Religious Studies,Humanities,3.0
S0010,Sophomore,Fall_2022,HUM010,English Literature,Humanities,3.0
S0010,Sophomore,Fall_2022,CS060,Databases,CS,3.0
S0010,Sophomore,Fall_2022,CS010,Intro to Programming,CS,2.3
S0010,Sophomore,Fall_2022,CS080,Computer Networks,CS,2.7
S0010,Sophomore,Spring_2023,CS100,Theory of Computation,CS,2.0
S0010,Sophomore,Spring_2023,CS060,Databases,CS,2.3
S0010,Sophomore,Spring_2023,CS080,Computer Networks,CS,2.7
S0010,Sophomore,Spring_2023,SCI070,Cell Biology,Sciences,3.0
S0010,Sophomore,Fall_2023,CS080,Computer Networks,CS,2.0
S0010,Sophomore,Fall_2023,CS100,Theory of Computation,CS,2.3
S0010,Sophomore,Fall_2023,MATH100,Abstract Algebra,Math,2.7
S0010,Sophomore,Fall_2023,CS040,Computer Systems,CS,2.7
S0011,Sophomore,Fall_2022,MATH020,Calculus II,Math,3.7
S0011,Sophomore,Fall_2022,MATH070,Real Analysis,Math,3.0
S0011,Sophomore,Fall_2022,MATH100,Abstract Algebra,Math,3.3
S0011,Sophomore,Fall_2022,MATH010,Calculus I,Math,3.0
S0011,Sophomore,Spring_2023,ART100,Graphic Design,Arts,3.0
S0011,Sophomore,Spring_2023,MATH100,Abstract Algebra,Math,3.0
S0011,Sophomore,Spring_2023,MATH020,Calculus II,Math,3.3
S0011,Sophomore,Spring_2023,SOC020,Macroeconomics,SocialSciences,3.3
S0011,Sophomore,Fall_2023,HUM090,Modern Poetry,Humanities,3.7
S0011,Sophomore,Fall_2023,HUM070,Classical Mythology,Humanities,3.3
S0011,Sophomore,Fall_2023,SCI090,Ecology,Sciences,2.7
S0011,Sophomore,Fall_2023,MATH050,Probability,Math,2.7
S0011,Sophomore,Spring_2024,MATH010,Calculus I,Math,3.0
S0011,Sophomore,Spring_2024,SOC080,International Relations,SocialSciences,4.0
S0011,Sophomore,Spring_2024,MATH050,Probability,Math,3.0
S0011,Sophomore,Spring_2024,MATH040,Discrete Math,Math,2.3
S0012,Graduated,Fall_2022,SOC090,Public Policy,SocialSciences,3.3
S0012,Graduated,Fall_2022,HUM010,English Literature,Humanities,3.0
S0012,Graduated,Fall_2022,SCI090,Ecology,Sciences,3.3
S0012,Graduated,Fall_2022,MATH020,Calculus II,Math,1.7
S0012,Graduated,Spring_2023,SCI070,Cell Biology,Sciences,2.7
S0012,Graduated,Spring_2023,SCI020,Mechanics,Sciences,2.7
S0012,Graduated,Spring_2023,SCI080,Genetics,Sciences,2.7
S0012,Graduated,Spring_2023,HUM060,Religious Studies,Humanities,3.0
S0012,Graduated,Fall_2023,ART060,Photography,Arts,3.0
S0012,Graduated,Fall_2023,CS010,Intro to Programming,CS,3.0
S0012,Graduated,Fall_2023,HUM050,Ethics,Humanities,3.0
S0012,Graduated,Fall_2023,SCI010,General Physics,Sciences,2.3
S0012,Graduated,Spring_2024,MATH040,Discrete Math,Math,3.3
S0012,Graduated,Spring_2024,SCI030,Electromagnetism,Sciences,3.3
S0012,Graduated,Spring_2024,SCI090,Ecology,Sciences,2.7
S0012,Graduated,Spring_2024,HUM020,Creative Writing,Humanities,2.7
S0012,Graduated,Fall_2024,SCI090,Ecology,Sciences,2.3
S0012,Graduated,Fall_2024,SCI070,Cell Biology,Sciences,2.7
S0012,Graduated,Fall_2024,SCI020,Mechanics,Sciences,2.7
S0012,Graduated,Fall_2024,CS100,Theory of Computation,CS,2.7
S0012,Graduated,Spring_2025,HUM010,English Literature,Humanities,3.0
S0012,Graduated,Spring_2025,SCI090,Ecology,Sciences,2.7
S0012,Graduated,Spring_2025,SCI040,General Chemistry,Sciences,3.0
S0012,Graduated,Spring_2025,HUM030,World History,Humanities,3.3
S0012,Graduated,Fall_2025,SCI020,Mechanics,Sciences,3.0
S0012,Graduated,Fall_2025,HUM030,World History,Humanities,2.7
S0012,Graduated,Fall_2025,SCI010,General Physics,Sciences,2.3
S0012,Graduated,Fall_2025,SCI050,Organic Chemistry,Sciences,2.3
S0012,Graduated,Spring_2026,SCI080,Genetics,Sciences,3.3
S0012,Graduated,Spring_2026,SCI090,Ecology,Sciences,2.0
S0012,Graduated,Spring_2026,SCI050,Organic Chemistry,Sciences,3.0
S0012,Graduated,Spring_2026,SCI060,Biochemistry,Sciences,3.0
S0013,Junior,Fall_2022,ART070,Film Studies,Arts,3.0
S0013,Junior,Fall_2022,ART030,Sculpture,Arts,3.3
S0013,Junior,Fall_2022,ART010,Drawing Fundamentals,Arts,3.7
S0013,Junior,Fall_2022,ART100,Graphic Design,Arts,3.7
S0013,Junior,Spring_2023,CS010,Intro to Programming,CS,3.3
S0013,Junior,Spring_2023,SCI070,Cell Biology,Sciences,2.7
S0013,Junior,Spring_2023,CS100,Theory of Computation,CS,3.7
S0013,Junior,Spring_2023,ART050,History of Art,Arts,3.0
S0013,Junior,Fall_2023,ART050,History of Art,Arts,3.0
S0013,Junior,Fall_2023,SCI010,General Physics,Sciences,3.0
S0013,Junior,Fall_2023,ART070,Film Studies,Arts,3.3
S0013,Junior,Fall_2023,ART060,Photography,Arts,3.7
S0013,Junior,Spring_2024,ART040,Music Theory,Arts,4.0
S0013,Junior,Spring_2024,SCI080,Genetics,Sciences,3.3
S0013,Junior,Spring_2024,SOC090,Public Policy,SocialSciences,3.7
S0013,Junior,Spring_2024,ART060,Photography,Arts,3.7
S0013,Junior,Fall_2024,ART010,Drawing Fundamentals,Arts,3.7
S0013,Junior,Fall_2024,ART060,Photography,Arts,3.3
S0013,Junior,Fall_2024,ART040,Music Theory,Arts,3.3
S0013,Junior,Fall_2024,HUM070,Classical Mythology,Humanities,3.7
S0013,Junior,Spring_2025,ART040,Music Theory,Arts,4.0
S0013,Junior,Spring_2025,ART100,Graphic Design,Arts,3.3
S0013,Junior,Spring_2025,ART080,Theater Performance,Arts,3.7
S0013,Junior,Spring_2025,SCI100,Astronomy,Sciences,3.7
S0014,Graduated,Fall_2022,SOC080,International Relations,SocialSciences,2.7
S0014,Graduated,Fall_2022,HUM080,American Literature,Humanities,2.3
S0014,Graduated,Fall_2022,SOC070,Anthropology,SocialSciences,2.0
S0014,Graduated,Fall_2022,SCI100,Astronomy,Sciences,2.7
S0014,Graduated,Spring_2023,SOC100,Behavioral Economics,SocialSciences,2.3
S0014,Graduated,Spring_2023,SOC050,Sociology,SocialSciences,3.0
S0014,Graduated,Spring_2023,MATH090,Number Theory,Math,2.3
S0014,Graduated,Spring_2023,SOC070,Anthropology,SocialSciences,2.0
S0014,Graduated,Fall_2023,SOC100,Behavioral Economics,SocialSciences,2.3
S0014,Graduated,Fall_2023,ART040,Music Theory,Arts,2.7
S0014,Graduated,Fall_2023,MATH090,Number Theory,Math,2.3
S0014,Graduated,Fall_2023,MATH050,Probability,Math,2.0
S0014,Graduated,Spring_2024,SOC070,Anthropology,SocialSciences,2.7
S0014,Graduated,Spring_2024,SOC040,Social Psychology,SocialSciences,2.7
S0014,Graduated,Spring_2024,SOC010,Microeconomics,SocialSciences,3.3
S0014,Graduated,Spring_2024,SOC080,International Relations,SocialSciences,3.0
S0014,Graduated,Fall_2024,SOC070,Anthropology,SocialSciences,2.3
S0014,Graduated,Fall_2024,SOC030,Intro Psychology,SocialSciences,2.3
S0014,Graduated,Fall_2024,ART070,Film Studies,Arts,3.0
S0014,Graduated,Fall_2024,HUM040,Philosophy,Humanities,3.3
S0014,Graduated,Spring_2025,ART020,Painting,Arts,2.7
S0014,Graduated,Spring_2025,SOC060,Political Science,SocialSciences,2.3
S0014,Graduated,Spring_2025,SCI100,Astronomy,Sciences,2.3
S0014,Graduated,Spring_2025,CS100,Theory of Computation,CS,1.7
S0014,Graduated,Fall_2025,SOC090,Public Policy,SocialSciences,2.7
S0014,Graduated,Fall_2025,SOC070,Anthropology,SocialSciences,2.7
S0014,Graduated,Fall_2025,SOC060,Political Science,SocialSciences,2.3
S0014,Graduated,Fall_2025,SOC040,Social Psychology,SocialSciences,2.3
S0014,Graduated,Spring_2026,HUM010,English Literature,Humanities,2.7
S0014,Graduated,Spring_2026,SOC090,Public Policy,SocialSciences,2.3
S0014,Graduated,Spring_2026,SOC100,Behavioral Economics,SocialSciences,2.3
S0014,Graduated,Spring_2026,SOC020,Macroeconomics,SocialSciences,2.0
S0015,Freshman,Fall_2022,CS080,Computer Networks,CS,3.0
S0015,Freshman,Fall_2022,SCI090,Ecology,Sciences,3.7
S0015,Freshman,Fall_2022,SCI080,Genetics,Sciences,2.7
S0015,Freshman,Fall_2022,SCI030,Electromagnetism,Sciences,3.3
S0015,Freshman,Spring_2023,MATH080,Differential Equations,Math,2.7
S0015,Freshman,Spring_2023,SCI060,Biochemistry,Sciences,2.3
S0015,Freshman,Spring_2023,SCI080,Genetics,Sciences,3.7
S0015,Freshman,Spring_2023,ART050,History of Art,Arts,3.0
S0016,Graduated,Fall_2022,SCI050,Organic Chemistry,Sciences,3.3
S0016,Graduated,Fall_2022,SCI020,Mechanics,Sciences,3.3
S0016,Graduated,Fall_2022,ART030,Sculpture,Arts,4.0
S0016,Graduated,Fall_2022,SCI040,General Chemistry,Sciences,3.3
S0016,Graduated,Spring_2023,SCI030,Electromagnetism,Sciences,3.7
S0016,Graduated,Spring_2023,MATH040,Discrete Math,Math,3.0
S0016,Graduated,Spring_2023,SCI090,Ecology,Sciences,3.7
S0016,Graduated,Spring_2023,SCI040,General Chemistry,Sciences,2.7
S0016,Graduated,Fall_2023,MATH080,Differential Equations,Math,4.0
S0016,Graduated,Fall_2023,CS100,Theory of Computation,CS,3.7
S0016,Graduated,Fall_2023,HUM050,Ethics,Humanities,4.0
S0016,Graduated,Fall_2023,SCI030,Electromagnetism,Sciences,3.7
S0016,Graduated,Spring_2024,HUM080,American Literature,Humanities,3.3
S0016,Graduated,Spring_2024,SCI030,Electromagnetism,Sciences,3.7
S0016,Graduated,Spring_2024,HUM040,Philosophy,Humanities,3.7
S0016,Graduated,Spring_2024,SCI020,Mechanics,Sciences,3.7
S0016,Graduated,Fall_2024,HUM100,Linguistics,Humanities,4.0
S0016,Graduated,Fall_2024,SCI090,Ecology,Sciences,3.3
S0016,Graduated,Fall_2024,SCI010,General Physics,Sciences,4.0
S0016,Graduated,Fall_2024,SCI080,Genetics,Sciences,3.7
S0016,Graduated,Spring_2025,SCI020,Mechanics,Sciences,3.3
S0016,Graduated,Spring_2025,SCI030,Electromagnetism,Sciences,3.3
S0016,Graduated,Spring_2025,SCI050,Organic Chemistry,Sciences,4.0
S0016,Graduated,Spring_2025,HUM080,American Literature,Humanities,3.7
S0016,Graduated,Fall_2025,SCI100,Astronomy,Sciences,3.7
S0016,Graduated,Fall_2025,SCI020,Mechanics,Sciences,3.3
S0016,Graduated,Fall_2025,SOC020,Macroeconomics,SocialSciences,3.3
S0016,Graduated,Fall_2025,HUM060,Religious Studies,Humanities,3.7
S0016,Graduated,Spring_2026,SCI080,Genetics,Sciences,4.0
S0016,Graduated,Spring_2026,SCI020,Mechanics,Sciences,3.3
S0016,Graduated,Spring_2026,SCI060,Biochemistry,Sciences,3.3
S0016,Graduated,Spring_2026,SCI040,General Chemistry,Sciences,3.3
S0017,Graduated,Fall_2022,ART030,Sculpture,Arts,3.7
S0017,Graduated,Fall_2022,HUM080,American Literature,Humanities,3.0
S0017,Graduated,Fall_2022,HUM060,Religious Studies,Humanities,4.0
S0017,Graduated,Fall_2022,ART020,Painting,Arts,3.7
S0017,Graduated,Spring_2023,CS040,Computer Systems,CS,3.0
S0017,Graduated,Spring_2023,HUM090,Modern Poetry,Humanities,4.0
S0017,Graduated,Spring_2023,ART020,Painting,Arts,3.7
S0017,Graduated,Spring_2023,MATH040,Discrete Math,Math,3.3
S0017,Graduated,Fall_2023,CS080,Computer Networks,CS,3.0
S0017,Graduated,Fall_2023,HUM070,Classical Mythology,Humanities,4.0
S0017,Graduated,Fall_2023,ART070,Film Studies,Arts,3.0
S0017,Graduated,Fall_2023,SOC100,Behavioral Economics,SocialSciences,3.3
S0017,Graduated,Spring_2024,ART040,Music Theory,Arts,3.7
S0017,Graduated,Spring_2024,CS020,Data Structures,CS,4.0
S0017,Graduated,Spring_2024,ART050,History of Art,Arts,3.7
S0017,Graduated,Spring_2024,SCI030,Electromagnetism,Sciences,3.0
S0017,Graduated,Fall_2024,ART010,Drawing Fundamentals,Arts,3.3
S0017,Graduated,Fall_2024,ART090,Modern Dance,Arts,3.0
S0017,Graduated,Fall_2024,ART070,Film Studies,Arts,4.0
S0017,Graduated,Fall_2024,ART030,Sculpture,Arts,3.7
S0017,Graduated,Spring_2025,ART010,Drawing Fundamentals,Arts,3.0
S0017,Graduated,Spring_2025,ART100,Graphic Design,Arts,3.0
S0017,Graduated,Spring_2025,ART020,Painting,Arts,3.3
S0017,Graduated,Spring_2025,ART070,Film Studies,Arts,3.3
S0017,Graduated,Fall_2025,ART070,Film Studies,Arts,4.0
S0017,Graduated,Fall_2025,ART100,Graphic Design,Arts,3.7
S0017,Graduated,Fall_2025,ART050,History of Art,Arts,3.7
S0017,Graduated,Fall_2025,CS040,Computer Systems,CS,3.3
S0017,Graduated,Spring_2026,ART060,Photography,Arts,3.7
S0017,Graduated,Spring_2026,ART080,Theater Performance,Arts,3.7
S0017,Graduated,Spring_2026,MATH020,Calculus II,Math,3.0
S0017,Graduated,Spring_2026,ART090,Modern Dance,Arts,3.7
S0018,Sophomore,Fall_2022,CS030,Algorithms,CS,2.0
S0018,Sophomore,Fall_2022,HUM080,American Literature,Humanities,2.7
S0018,Sophomore,Fall_2022,ART060,Photography,Arts,2.7
